number	sample	contig	 Reads 	 length 	ref	coding	family
1969	33898	contig_11105	 2 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
1974	33960	contig_11105	 2 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
1978	33970	contig_11105	 2 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
1979	33973	contig_11105	 2 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
1994	33911	contig_241883	 2 	" 29,640 "	Bohxovirus	TAG	Suoliviridae
2002	34012	contig_10493	 2 	" 18,937 "	Jahgtovirus intestinalis	11	Intestiviridae
2003	34018	contig_10493	 2 	" 18,937 "	Jahgtovirus intestinalis	11	Intestiviridae
2004	33896	contig_16648	 2 	" 22,908 "	Zeta	TAG	Zeta
2009	33907	contig_16648	 2 	" 22,908 "	Zeta	TAG	Zeta
2012	33910	contig_16648	 2 	" 22,908 "	Zeta	TAG	Zeta
2014	33940	contig_16648	 2 	" 22,908 "	Zeta	TAG	Zeta
2016	33943	contig_16648	 2 	" 22,908 "	Zeta	TAG	Zeta
2020	33902	contig_239885	 2 	" 17,083 "	Kahucivirus intestinalis	11	Crevaviridae
2029	33897	contig_17442	 2 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2030	33931	contig_17442	 2 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2035	33961	contig_17442	 2 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2045	33989	contig_17442	 2 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2047	34029	contig_17442	 2 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2061	34039	contig_17000	 2 	" 28,444 "	Delmidovirus intestinihominis	11	Intestiviridae
2066	33924	contig_6257	 2 	" 100,509 "	Zeta_1	TAG	Zeta
2070	33941	contig_6257	 2 	" 100,509 "	Zeta_1	TAG	Zeta
2074	33925	contig_11403	 2 	" 27,032 "	Buorbuivirus	TAG	Suoliviridae
2085	34007	contig_241434	 2 	" 10,082 "	Kolpuevirus hominis	11	Steigviridae
2088	33924	contig_5988	 2 	" 19,480 "	Zeta_1	TAG	Zeta
2089	33926	contig_5988	 2 	" 19,480 "	Zeta_1	TAG	Zeta
2095	33917	contig_6226	 2 	" 43,839 "	Zeta_1	TAG	Zeta
2102	33937	contig_15524	 2 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2105	33969	contig_15524	 2 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2110	33997	contig_15524	 2 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2116	34019	contig_15524	 2 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2120	34027	contig_15524	 2 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2124	34031	contig_15524	 2 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2127	33988	contig_242102	 2 	" 20,064 "	Intestiviridae	11	Intestiviridae
2129	34018	contig_242102	 2 	" 20,064 "	Intestiviridae	11	Intestiviridae
2133	33941	contig_241129	 2 	" 32,233 "	Steigviridae	11	Steigviridae
2149	33959	contig_240835	 2 	" 88,692 "	Crudevirinae	11	Intestiviridae
2150	33981	contig_240835	 2 	" 88,692 "	Crudevirinae	11	Intestiviridae
2152	34012	contig_240835	 2 	" 88,692 "	Crudevirinae	11	Intestiviridae
2155	33993	contig_11554	 2 	" 30,342 "		11	unknown
2157	34001	contig_242504	 2 	" 15,858 "	Drivevirus gastrointestinalis	11	Intestiviridae
3	33908	contig_10982	 1 	" 14,547 "	Kehishuvirus	11	Steigviridae
31	33879	contig_11002	 1 	" 106,707 "	Culoivirus	11	Suoliviridae
51	33893	contig_12149	 1 	" 59,357 "	Asinivirinae	11	Steigviridae
58	33940	contig_12149	 1 	" 59,357 "	Asinivirinae	11	Steigviridae
60	33942	contig_12149	 1 	" 59,357 "	Asinivirinae	11	Steigviridae
68	33984	contig_12149	 1 	" 59,357 "	Asinivirinae	11	Steigviridae
71	34012	contig_12149	 1 	" 59,357 "	Asinivirinae	11	Steigviridae
82	33908	contig_12421	 1 	" 21,658 "	Kehishuvirus	11	Steigviridae
86	33950	contig_12421	 1 	" 21,658 "	Kehishuvirus	11	Steigviridae
130	34040	contig_13525	 1 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
147	33939	contig_13662	 1 	" 22,603 "	Asinivirinae	11	Steigviridae
149	33941	contig_13662	 1 	" 22,603 "	Asinivirinae	11	Steigviridae
168	33879	contig_18154	 1 	" 20,165 "	Kingevirus communis	11	Crevaviridae
169	33880	contig_18154	 1 	" 20,165 "	Kingevirus communis	11	Crevaviridae
177	33913	contig_18154	 1 	" 20,165 "	Kingevirus communis	11	Crevaviridae
182	33939	contig_18154	 1 	" 20,165 "	Kingevirus communis	11	Crevaviridae
194	33996	contig_18154	 1 	" 20,165 "	Kingevirus communis	11	Crevaviridae
198	34018	contig_18154	 1 	" 20,165 "	Kingevirus communis	11	Crevaviridae
226	33895	contig_1857	 1 	" 141,010 "	Epsilon_1	11	Epsilon
239	33929	contig_1857	 1 	" 141,010 "	Epsilon_1	11	Epsilon
248	33951	contig_1857	 1 	" 141,010 "	Epsilon_1	11	Epsilon
268	33983	contig_1857	 1 	" 141,010 "	Epsilon_1	11	Epsilon
270	33988	contig_1857	 1 	" 141,010 "	Epsilon_1	11	Epsilon
271	33989	contig_1857	 1 	" 141,010 "	Epsilon_1	11	Epsilon
280	34009	contig_1857	 1 	" 141,010 "	Epsilon_1	11	Epsilon
285	34020	contig_1857	 1 	" 141,010 "	Epsilon_1	11	Epsilon
315	33942	contig_2345	 1 	" 17,956 "	Epsilon_1_1	11	Epsilon
338	33983	contig_2345	 1 	" 17,956 "	Epsilon_1_1	11	Epsilon
363	34044	contig_2345	 1 	" 17,956 "	Epsilon_1_1	11	Epsilon
397	33929	contig_239060	 1 	" 10,591 "	Carjivirus communis	11	Intestiviridae
420	33992	contig_239060	 1 	" 10,591 "	Carjivirus communis	11	Intestiviridae
426	34001	contig_239060	 1 	" 10,591 "	Carjivirus communis	11	Intestiviridae
439	34042	contig_239060	 1 	" 10,591 "	Carjivirus communis	11	Intestiviridae
453	33896	contig_240585	 1 	" 10,264 "	Dabirmavirus	11	Intestiviridae
487	34008	contig_240585	 1 	" 10,264 "	Dabirmavirus	11	Intestiviridae
504	34037	contig_240585	 1 	" 10,264 "	Dabirmavirus	11	Intestiviridae
506	34039	contig_240585	 1 	" 10,264 "	Dabirmavirus	11	Intestiviridae
532	33925	contig_3100	 1 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
537	33942	contig_3100	 1 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
543	33989	contig_3100	 1 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
554	34037	contig_3100	 1 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
559	34043	contig_3100	 1 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
570	33882	contig_3213	 1 	" 37,472 "	Epsilon_1	11	Epsilon
589	33951	contig_3213	 1 	" 37,472 "	Epsilon_1	11	Epsilon
593	33958	contig_3213	 1 	" 37,472 "	Epsilon_1	11	Epsilon
610	33988	contig_3213	 1 	" 37,472 "	Epsilon_1	11	Epsilon
620	34010	contig_3213	 1 	" 37,472 "	Epsilon_1	11	Epsilon
650	33901	contig_3411	 1 	" 77,979 "	Epsilon_1_4	11	Epsilon
651	33902	contig_3411	 1 	" 77,979 "	Epsilon_1_4	11	Epsilon
652	33911	contig_3411	 1 	" 77,979 "	Epsilon_1_4	11	Epsilon
678	33965	contig_3411	 1 	" 77,979 "	Epsilon_1_4	11	Epsilon
681	33973	contig_3411	 1 	" 77,979 "	Epsilon_1_4	11	Epsilon
689	33983	contig_3411	 1 	" 77,979 "	Epsilon_1_4	11	Epsilon
692	33989	contig_3411	 1 	" 77,979 "	Epsilon_1_4	11	Epsilon
693	33991	contig_3411	 1 	" 77,979 "	Epsilon_1_4	11	Epsilon
724	33939	contig_5148	 1 	" 72,032 "	Kehishuvirus	11	Steigviridae
765	34022	contig_5617	 1 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
770	34030	contig_5617	 1 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
771	34031	contig_5617	 1 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
818	33970	contig_5621	 1 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
823	33981	contig_5621	 1 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
835	34022	contig_5621	 1 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
840	34030	contig_5621	 1 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
841	34031	contig_5621	 1 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
872	33906	contig_5776	 1 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
873	33922	contig_5776	 1 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
884	33960	contig_5776	 1 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
928	33880	contig_7024	 1 	" 36,085 "	Kingevirus communis	11	Crevaviridae
936	33909	contig_7024	 1 	" 36,085 "	Kingevirus communis	11	Crevaviridae
938	33929	contig_7024	 1 	" 36,085 "	Kingevirus communis	11	Crevaviridae
954	33976	contig_7024	 1 	" 36,085 "	Kingevirus communis	11	Crevaviridae
964	34013	contig_7024	 1 	" 36,085 "	Kingevirus communis	11	Crevaviridae
969	34038	contig_7024	 1 	" 36,085 "	Kingevirus communis	11	Crevaviridae
981	33880	contig_7034	 1 	" 16,937 "	Kingevirus communis	11	Crevaviridae
994	33950	contig_7034	 1 	" 16,937 "	Kingevirus communis	11	Crevaviridae
998	33976	contig_7034	 1 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1000	33980	contig_7034	 1 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1010	34038	contig_7034	 1 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1028	33898	contig_7054	 1 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1032	33913	contig_7054	 1 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1033	33925	contig_7054	 1 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1052	33991	contig_7054	 1 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1054	33993	contig_7054	 1 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1058	34020	contig_7054	 1 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1060	34029	contig_7054	 1 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1061	34031	contig_7054	 1 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1089	33913	contig_7091	 1 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1107	33955	contig_7091	 1 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1110	33961	contig_7091	 1 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1111	33964	contig_7091	 1 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1118	33984	contig_7091	 1 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1119	33988	contig_7091	 1 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1125	34011	contig_7091	 1 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1128	34018	contig_7091	 1 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1131	34028	contig_7091	 1 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1157	33940	contig_8054	 1 	" 71,426 "	Kahnovirus	11	Steigviridae
1162	33950	contig_8054	 1 	" 71,426 "	Kahnovirus	11	Steigviridae
1202	34040	contig_10809	 1 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1210	33976	contig_10841	 1 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1211	33979	contig_10841	 1 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1213	33982	contig_10841	 1 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1214	33993	contig_10841	 1 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1217	34006	contig_10841	 1 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1261	33949	contig_1091	 1 	" 145,297 "	Epsilon_2_3	11	Epsilon
1286	33991	contig_1091	 1 	" 145,297 "	Epsilon_2_3	11	Epsilon
1289	34020	contig_1091	 1 	" 145,297 "	Epsilon_2_3	11	Epsilon
1292	34031	contig_1091	 1 	" 145,297 "	Epsilon_2_3	11	Epsilon
1308	34006	contig_10830	 1 	" 23,029 "	Birpovirus	TAG	Suoliviridae
1320	34006	contig_10844	 1 	" 14,861 "	Blohavirus americanus	TAG	Suoliviridae
1324	34010	contig_10844	 1 	" 14,861 "	Blohavirus americanus	TAG	Suoliviridae
1332	33884	contig_17571	 1 	" 113,452 "	Zeta_7_1	TGA	Zeta
1339	33964	contig_17571	 1 	" 113,452 "	Zeta_7_1	TGA	Zeta
1340	33975	contig_17571	 1 	" 113,452 "	Zeta_7_1	TGA	Zeta
1342	33979	contig_17571	 1 	" 113,452 "	Zeta_7_1	TGA	Zeta
1351	34024	contig_17571	 1 	" 113,452 "	Zeta_7_1	TGA	Zeta
1360	34044	contig_17571	 1 	" 113,452 "	Zeta_7_1	TGA	Zeta
1382	33951	contig_2405	 1 	" 18,695 "	Epsilon_1	11	Epsilon
1393	33970	contig_2405	 1 	" 18,695 "	Epsilon_1	11	Epsilon
1398	33980	contig_2405	 1 	" 18,695 "	Epsilon_1	11	Epsilon
1401	33983	contig_2405	 1 	" 18,695 "	Epsilon_1	11	Epsilon
1404	33991	contig_2405	 1 	" 18,695 "	Epsilon_1	11	Epsilon
1415	34018	contig_2405	 1 	" 18,695 "	Epsilon_1	11	Epsilon
1422	34044	contig_2405	 1 	" 18,695 "	Epsilon_1	11	Epsilon
1441	33907	contig_3325	 1 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1444	33976	contig_3325	 1 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1445	33981	contig_3325	 1 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1459	33887	contig_3469	 1 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1462	33891	contig_3469	 1 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1513	34015	contig_3469	 1 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1555	33970	contig_8031	 1 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1566	34001	contig_8031	 1 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1593	33965	contig_241601	 1 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1607	34020	contig_241601	 1 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1627	33959	contig_10752	 1 	" 13,004 "	Suoliviridae	TAG	Suoliviridae
1638	33953	contig_10753	 1 	" 16,928 "	Suoliviridae	TAG	Suoliviridae
1650	33867	contig_8225	 1 	" 178,222 "	Zeta_3_1	11	Zeta
1654	33908	contig_8225	 1 	" 178,222 "	Zeta_3_1	11	Zeta
1661	33975	contig_8225	 1 	" 178,222 "	Zeta_3_1	11	Zeta
1670	33906	contig_8448	 1 	" 25,091 "	Zeta_3_1	11	Zeta
1681	33887	contig_8451	 1 	" 46,522 "	Zeta_3_1	11	Zeta
1703	33961	contig_12041	 1 	" 29,559 "	Zeta_4_1	11	Zeta
1734	34012	contig_14150	 1 	" 14,876 "	Zeta_4_1	11	Zeta
1769	33976	contig_10396	 1 	" 35,214 "	Mahlunavirus rarus	11	Steigviridae
1773	33882	contig_18456	 1 	" 44,008 "	Birpovirus	11	Suoliviridae
1779	33951	contig_18456	 1 	" 44,008 "	Birpovirus	11	Suoliviridae
1790	33996	contig_18456	 1 	" 44,008 "	Birpovirus	11	Suoliviridae
1793	34007	contig_18456	 1 	" 44,008 "	Birpovirus	11	Suoliviridae
1795	34010	contig_18456	 1 	" 44,008 "	Birpovirus	11	Suoliviridae
1799	33940	contig_21240	 1 	" 14,036 "	Kahnovirus	11	Steigviridae
1804	33931	contig_239515	 1 	" 18,913 "	Mahlunavirus	11	Steigviridae
1822	33867	contig_15668	 1 	" 12,061 "	Canhaevirus faecalis	11	Suoliviridae
1841	34013	contig_239525	 1 	" 28,967 "	Zeta_8_1	11	Zeta
1848	33887	contig_241147	 1 	" 92,029 "	Drivevirus	11	Intestiviridae
1862	33896	contig_7377	 1 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1866	33916	contig_7377	 1 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1869	33931	contig_7377	 1 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1891	33995	contig_7377	 1 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1892	33996	contig_7377	 1 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1896	34037	contig_7377	 1 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1899	33881	contig_14619	 1 	" 15,200 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1917	33881	contig_15614	 1 	" 42,530 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1931	34022	contig_15614	 1 	" 42,530 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1945	33955	contig_16169	 1 	" 35,220 "	Buchavirus	TAG	Suoliviridae
1961	33939	contig_16647	 1 	" 21,983 "	Zeta	TAG	Zeta
1962	33940	contig_16647	 1 	" 21,983 "	Zeta	TAG	Zeta
1972	33936	contig_11105	 1 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
2001	33980	contig_10493	 1 	" 18,937 "	Jahgtovirus intestinalis	11	Intestiviridae
2008	33906	contig_16648	 1 	" 22,908 "	Zeta	TAG	Zeta
2011	33909	contig_16648	 1 	" 22,908 "	Zeta	TAG	Zeta
2028	34020	contig_239885	 1 	" 17,083 "	Kahucivirus intestinalis	11	Crevaviridae
2033	33955	contig_17442	 1 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2051	34042	contig_17442	 1 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2062	33915	contig_6257	 1 	" 100,509 "	Zeta_1	TAG	Zeta
2072	33916	contig_11403	 1 	" 27,032 "	Buorbuivirus	TAG	Suoliviridae
2075	33929	contig_11403	 1 	" 27,032 "	Buorbuivirus	TAG	Suoliviridae
2076	33931	contig_11403	 1 	" 27,032 "	Buorbuivirus	TAG	Suoliviridae
2080	33954	contig_11403	 1 	" 27,032 "	Buorbuivirus	TAG	Suoliviridae
2092	33924	contig_6002	 1 	" 36,623 "	Zeta	TAG	Zeta
2099	33931	contig_15524	 1 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
